,col1,col2,col3,col4,date_of_birth
4342,4342,249,37,4342,1979-12-27
4343,4343,72,276,4343,1942-01-09
4344,4344,361,33,4344,1994-04-30
4345,4345,235,40,4345,2008-06-30
4346,4346,528,198,4346,1976-07-17
4347,4347,92,162,4347,1920-04-24
4348,4348,207,876,4348,1961-11-21
4349,4349,60,763,4349,1958-06-10
4350,4350,197,28,4350,1938-10-14
4351,4351,154,43,4351,1979-09-28
4352,4352,242,180,4352,1966-09-27
4353,4353,348,190,4353,2015-01-06
4354,4354,7,438,4354,1984-10-23
4355,4355,170,82,4355,1957-08-22
4356,4356,288,673,4356,1973-11-21
4357,4357,578,693,4357,1965-10-04
4358,4358,425,338,4358,1998-05-26
4359,4359,29,900,4359,1951-10-23
4360,4360,42,40,4360,1950-09-20
4361,4361,19,122,4361,2001-02-24
4362,4362,42,779,4362,1939-06-29
4363,4363,69,161,4363,1909-04-25
4364,4364,465,6,4364,1960-06-17
4365,4365,90,6,4365,1981-09-23
4366,4366,8,746,4366,1944-11-18
4367,4367,114,14,4367,1913-06-19
4368,4368,7,301,4368,1972-11-07
4369,4369,278,71,4369,1978-06-23
4370,4370,568,526,4370,1908-10-10
4371,4371,58,100,4371,1974-05-14
4372,4372,579,495,4372,1960-11-14
4373,4373,64,16,4373,2008-04-14
4374,4374,12,64,4374,1992-04-26
4375,4375,90,84,4375,2008-01-07
4376,4376,221,494,4376,1952-10-12
4377,4377,134,398,4377,1971-06-10
4378,4378,354,359,4378,1995-11-21
4379,4379,146,732,4379,1991-08-14
4380,4380,33,755,4380,1972-01-19
4381,4381,433,462,4381,1996-10-20
4382,4382,82,282,4382,1961-08-21
4383,4383,318,162,4383,1990-09-19
4384,4384,309,259,4384,1946-11-12
4385,4385,74,502,4385,1963-04-05
4386,4386,18,485,4386,1987-05-08
4387,4387,40,162,4387,1917-06-24
4388,4388,346,170,4388,1911-02-25
4389,4389,206,122,4389,1914-08-21
4390,4390,385,336,4390,1949-04-03
4391,4391,377,806,4391,1957-12-15
4392,4392,202,579,4392,1955-04-25
4393,4393,580,125,4393,1995-01-21
4394,4394,29,507,4394,2008-12-31
4395,4395,69,43,4395,1982-10-14
4396,4396,45,695,4396,1947-07-09
4397,4397,138,99,4397,1956-06-01
4398,4398,581,238,4398,1990-06-14
4399,4399,582,509,4399,1989-11-18
4400,4400,254,65,4400,1927-12-21
4401,4401,98,400,4401,2012-08-16
4402,4402,185,499,4402,1979-11-01
4403,4403,161,62,4403,1972-02-15
4404,4404,50,588,4404,1945-05-16
4405,4405,530,32,4405,1946-01-07
4406,4406,110,115,4406,2008-08-05
4407,4407,50,469,4407,1915-06-27
4408,4408,248,84,4408,2017-02-17
4409,4409,15,159,4409,1919-04-19
4410,4410,111,401,4410,1964-02-11
4411,4411,143,77,4411,1930-10-03
4412,4412,132,278,4412,1925-11-12
4413,4413,27,139,4413,2006-12-02
4414,4414,16,110,4414,1988-07-31
4415,4415,29,324,4415,1932-02-24
4416,4416,57,119,4416,1941-09-26
4417,4417,24,125,4417,1928-02-25
4418,4418,46,499,4418,1951-12-31
4419,4419,34,271,4419,1917-10-20
4420,4420,254,264,4420,1934-09-07
4421,4421,58,220,4421,1994-05-18
4422,4422,121,449,4422,1935-04-19
4423,4423,236,195,4423,1962-10-21
4424,4424,282,742,4424,1933-08-16
4425,4425,191,35,4425,1915-11-23
4426,4426,29,32,4426,1972-06-14
4427,4427,19,64,4427,1947-04-20
4428,4428,339,62,4428,1937-10-09
4429,4429,46,152,4429,2011-04-01
4430,4430,32,72,4430,2006-04-30
4431,4431,207,25,4431,1952-04-16
4432,4432,24,278,4432,1972-02-27
4433,4433,522,282,4433,1986-04-08
4434,4434,54,400,4434,2005-08-03
4435,4435,49,52,4435,1925-02-19
4436,4436,100,213,4436,1925-03-27
4437,4437,109,15,4437,2006-06-24
4438,4438,100,387,4438,2019-01-11
4439,4439,71,118,4439,1986-11-07
4440,4440,8,527,4440,1956-05-26
4441,4441,104,188,4441,1944-03-20
4442,4442,583,64,4442,1966-02-10
4443,4443,176,901,4443,1973-09-06
4444,4444,97,671,4444,1913-09-19
4445,4445,134,32,4445,2011-09-03
4446,4446,81,162,4446,1958-12-18
4447,4447,74,297,4447,1934-06-22
4448,4448,183,139,4448,1977-03-06
4449,4449,104,7,4449,2012-10-11
4450,4450,17,725,4450,1927-03-11
4451,4451,121,33,4451,2020-11-18
4452,4452,7,668,4452,1982-09-15
4453,4453,309,249,4453,2021-03-21
4454,4454,81,305,4454,1937-06-03
4455,4455,198,902,4455,1954-01-01
4456,4456,24,299,4456,1985-07-29
4457,4457,463,33,4457,2021-08-02
4458,4458,65,588,4458,1965-09-09
4459,4459,166,99,4459,1916-08-17
4460,4460,227,728,4460,2009-04-18
4461,4461,562,152,4461,1929-05-01
4462,4462,307,429,4462,1982-12-18
4463,4463,149,623,4463,1934-11-09
4464,4464,309,28,4464,1966-05-06
4465,4465,236,727,4465,2014-01-05
4466,4466,306,539,4466,1974-09-09
4467,4467,258,241,4467,1960-08-27
4468,4468,226,28,4468,1914-09-28
4469,4469,19,566,4469,1944-06-09
4470,4470,238,258,4470,1959-09-20
4471,4471,52,139,4471,1914-08-24
4472,4472,90,321,4472,2022-02-12
4473,4473,134,512,4473,1998-04-21
4474,4474,7,162,4474,1991-08-21
4475,4475,18,324,4475,2019-10-17
4476,4476,12,648,4476,2007-01-21
4477,4477,125,224,4477,1974-10-18
4478,4478,412,338,4478,1984-04-13
4479,4479,83,182,4479,1995-11-25
4480,4480,143,210,4480,2017-01-28
4481,4481,34,206,4481,1952-05-31
4482,4482,69,63,4482,1974-02-23
4483,4483,24,249,4483,2002-07-09
4484,4484,335,356,4484,1930-01-15
4485,4485,24,315,4485,1950-05-24
4486,4486,346,19,4486,1934-04-30
4487,4487,232,206,4487,1953-05-29
4488,4488,50,903,4488,1984-10-04
4489,4489,45,146,4489,1940-12-14
4490,4490,352,188,4490,1999-05-20
4491,4491,580,68,4491,1953-12-21
4492,4492,332,823,4492,1916-06-02
4493,4493,34,560,4493,1955-01-28
4494,4494,89,564,4494,1978-09-22
4495,4495,36,449,4495,1935-11-12
4496,4496,46,14,4496,1987-09-29
4497,4497,32,508,4497,2010-06-23
4498,4498,425,226,4498,1980-07-20
4499,4499,348,62,4499,1951-06-17
4500,4500,23,486,4500,2000-10-18
4501,4501,15,565,4501,1951-11-03
4502,4502,102,844,4502,1919-01-21
4503,4503,258,222,4503,2006-03-27
4504,4504,224,666,4504,1949-06-02
4505,4505,19,404,4505,2010-01-17
4506,4506,154,773,4506,2003-03-14
4507,4507,18,165,4507,1914-12-19
4508,4508,395,195,4508,2001-01-30
4509,4509,170,130,4509,2024-05-11
4510,4510,561,769,4510,1962-07-01
4511,4511,355,368,4511,2002-12-02
4512,4512,72,33,4512,1915-12-13
4513,4513,267,165,4513,1964-02-09
4514,4514,114,125,4514,2000-08-16
4515,4515,132,770,4515,1920-11-24
4516,4516,3,125,4516,2018-06-08
4517,4517,98,585,4517,1976-07-07
4518,4518,148,877,4518,1911-04-01
4519,4519,561,471,4519,1949-05-25
4520,4520,128,288,4520,1909-09-29
4521,4521,97,125,4521,1935-07-27
4522,4522,45,33,4522,1946-09-13
4523,4523,90,162,4523,1977-12-04
4524,4524,8,493,4524,2019-05-08
4525,4525,72,15,4525,1931-09-15
4526,4526,150,159,4526,1918-11-30
4527,4527,362,205,4527,1917-07-25
4528,4528,46,904,4528,1962-10-10
4529,4529,121,37,4529,1953-01-16
4530,4530,7,746,4530,1909-04-24
4531,4531,226,225,4531,1939-02-05
4532,4532,117,40,4532,1930-11-10
4533,4533,435,368,4533,1988-07-31
4534,4534,27,769,4534,1926-09-26
4535,4535,214,141,4535,1961-08-04
4536,4536,162,627,4536,2014-08-05
4537,4537,170,5,4537,1916-10-10
4538,4538,13,125,4538,2006-12-30
4539,4539,528,32,4539,1914-06-10
4540,4540,24,86,4540,2004-12-31
4541,4541,447,445,4541,1912-03-29
4542,4542,258,30,4542,1964-09-05
4543,4543,55,828,4543,2013-09-02
4544,4544,36,641,4544,2001-06-14
4545,4545,109,290,4545,1958-03-05
4546,4546,254,263,4546,1980-11-01
4547,4547,284,5,4547,1933-05-16
4548,4548,110,694,4548,1961-03-26
4549,4549,325,14,4549,1952-04-15
4550,4550,24,2,4550,1987-07-02
4551,4551,122,286,4551,2001-03-14
4552,4552,250,395,4552,1929-06-05
4553,4553,72,168,4553,2007-07-29
4554,4554,207,28,4554,1934-07-01
4555,4555,70,334,4555,1961-06-30
4556,4556,32,740,4556,1987-09-02
4557,4557,179,49,4557,1932-02-19
4558,4558,94,272,4558,1921-09-29
4559,4559,463,589,4559,1995-08-03
4560,4560,323,225,4560,1936-12-01
4561,4561,211,125,4561,1961-11-06
4562,4562,141,468,4562,1943-06-04
4563,4563,18,75,4563,2012-04-12
4564,4564,42,295,4564,1949-06-11
4565,4565,52,32,4565,2013-10-20
4566,4566,314,384,4566,1976-10-14
4567,4567,366,172,4567,1967-02-22
4568,4568,558,153,4568,2021-12-28
4569,4569,237,26,4569,1917-02-07
4570,4570,65,7,4570,1940-02-28
4571,4571,98,357,4571,2011-02-23
4572,4572,36,62,4572,1944-12-17
4573,4573,82,2,4573,1931-11-06
4574,4574,72,445,4574,1938-11-29
4575,4575,41,28,4575,1912-10-11
4576,4576,111,147,4576,1984-01-26
4577,4577,275,147,4577,1989-11-13
4578,4578,48,706,4578,1965-09-13
4579,4579,275,506,4579,2006-10-28
4580,4580,177,1,4580,1939-02-21
4581,4581,428,163,4581,1998-10-13
4582,4582,199,159,4582,1959-10-29
4583,4583,154,525,4583,1988-06-05
4584,4584,24,123,4584,1977-07-23
4585,4585,81,86,4585,1910-07-29
4586,4586,24,581,4586,1993-10-27
4587,4587,15,135,4587,2000-07-01
4588,4588,38,746,4588,1979-09-05
4589,4589,59,68,4589,1909-12-03
4590,4590,0,725,4590,1933-10-22
4591,4591,33,40,4591,2018-07-13
4592,4592,85,803,4592,1976-06-19
4593,4593,207,232,4593,1955-03-09
4594,4594,60,413,4594,1926-02-10
4595,4595,36,324,4595,1996-01-15
4596,4596,490,139,4596,1923-01-25
4597,4597,227,333,4597,2022-12-24
4598,4598,584,527,4598,2019-07-06
4599,4599,11,382,4599,1929-06-02
4600,4600,111,619,4600,1931-09-29
4601,4601,196,137,4601,1992-08-10
4602,4602,101,168,4602,2001-01-03
4603,4603,32,164,4603,1929-12-17
4604,4604,54,525,4604,1962-10-02
4605,4605,300,84,4605,2011-03-29
4606,4606,18,826,4606,1970-06-05
4607,4607,94,135,4607,1984-12-09
4608,4608,390,282,4608,2023-03-02
4609,4609,255,243,4609,1960-03-18
4610,4610,204,366,4610,1989-08-29
4611,4611,46,220,4611,1923-05-04
4612,4612,33,458,4612,1922-09-19
4613,4613,368,162,4613,1978-10-03
4614,4614,163,58,4614,1930-02-02
4615,4615,172,212,4615,1960-05-08
4616,4616,7,28,4616,1974-08-22
4617,4617,207,388,4617,1995-09-29
4618,4618,98,469,4618,1952-02-09
4619,4619,366,90,4619,1957-05-03
4620,4620,25,734,4620,2014-04-28
4621,4621,18,469,4621,2006-01-19
4622,4622,8,64,4622,1966-05-14
4623,4623,48,367,4623,2023-03-23
4624,4624,9,7,4624,1958-02-09
4625,4625,221,132,4625,1956-03-17
4626,4626,8,6,4626,2023-10-28
4627,4627,325,333,4627,1984-09-04
4628,4628,385,455,4628,1967-11-04
4629,4629,32,85,4629,1940-10-26
4630,4630,585,131,4630,2008-06-12
4631,4631,125,136,4631,1932-08-26
4632,4632,68,355,4632,1924-04-18
4633,4633,50,62,4633,1953-08-08
4634,4634,25,83,4634,2000-03-28
4635,4635,522,376,4635,1942-10-08
4636,4636,52,125,4636,2016-11-03
4637,4637,114,614,4637,1935-11-08
4638,4638,217,110,4638,2020-10-08
4639,4639,146,661,4639,2004-11-09
4640,4640,36,238,4640,1981-04-10
4641,4641,547,680,4641,1988-07-14
4642,4642,509,33,4642,2017-08-26
4643,4643,42,115,4643,1918-10-14
4644,4644,32,82,4644,1909-01-26
4645,4645,586,249,4645,1950-01-15
4646,4646,19,253,4646,1931-09-26
4647,4647,489,102,4647,1948-04-20
4648,4648,29,249,4648,2021-03-29
4649,4649,73,140,4649,2008-04-22
4650,4650,103,529,4650,1975-11-14
4651,4651,72,141,4651,1929-12-26
4652,4652,52,77,4652,1989-10-31
4653,4653,348,147,4653,1936-03-18
4654,4654,11,725,4654,1973-06-05
4655,4655,540,445,4655,1980-10-04
4656,4656,36,188,4656,1994-08-08
4657,4657,114,175,4657,1914-07-23
4658,4658,24,139,4658,1990-04-29
4659,4659,12,71,4659,1957-05-19
4660,4660,167,656,4660,1957-11-22
4661,4661,94,16,4661,2012-12-19
4662,4662,174,351,4662,2008-09-18
4663,4663,426,361,4663,1930-07-27
4664,4664,72,354,4664,1922-06-22
4665,4665,347,497,4665,2007-02-06
4666,4666,15,91,4666,1965-11-01
4667,4667,74,905,4667,2011-04-06
4668,4668,185,194,4668,2014-08-19
4669,4669,196,338,4669,1939-08-02
4670,4670,7,83,4670,1919-09-29
4671,4671,8,98,4671,1922-03-24
4672,4672,35,452,4672,1943-04-01
4673,4673,201,491,4673,1970-12-18
4674,4674,224,125,4674,1972-04-16
4675,4675,42,657,4675,2008-08-12
4676,4676,118,460,4676,2004-11-12
4677,4677,232,544,4677,1946-03-17
4678,4678,287,71,4678,1981-06-13
4679,4679,132,360,4679,2016-02-29
4680,4680,134,27,4680,1942-03-27
4681,4681,36,135,4681,2010-09-20
4682,4682,206,78,4682,1943-05-23
4683,4683,174,897,4683,1919-03-02
4684,4684,114,92,4684,1961-01-04
4685,4685,84,225,4685,1925-03-03
4686,4686,239,413,4686,1990-09-07
4687,4687,275,235,4687,1985-06-21
4688,4688,74,249,4688,1936-10-14
4689,4689,254,69,4689,1995-03-16
4690,4690,48,412,4690,1987-04-05
4691,4691,74,82,4691,1979-07-12
4692,4692,413,15,4692,1961-02-20
4693,4693,372,453,4693,1957-12-12
4694,4694,362,258,4694,1972-06-16
4695,4695,7,209,4695,1995-05-03
4696,4696,479,548,4696,1960-06-14
4697,4697,226,89,4697,1976-03-09
4698,4698,169,891,4698,1991-08-19
4699,4699,34,310,4699,1919-02-11
4700,4700,587,102,4700,2007-10-29
4701,4701,548,347,4701,2008-01-12
4702,4702,253,71,4702,1987-02-16
4703,4703,13,71,4703,1939-06-29
4704,4704,50,28,4704,2000-12-03
4705,4705,33,314,4705,1924-08-09
4706,4706,213,225,4706,1960-04-18
4707,4707,287,278,4707,1908-12-05
4708,4708,72,125,4708,1982-01-22
4709,4709,23,6,4709,1915-07-10
4710,4710,57,126,4710,1910-02-14
4711,4711,7,135,4711,2003-03-30
4712,4712,42,168,4712,1914-11-28
4713,4713,103,589,4713,1995-03-06
4714,4714,414,543,4714,1944-03-28
4715,4715,69,380,4715,2004-01-15
4716,4716,57,355,4716,1932-08-12
4717,4717,356,656,4717,1945-09-30
4718,4718,34,72,4718,1948-04-08
4719,4719,74,546,4719,1918-11-03
4720,4720,138,404,4720,1955-04-26
4721,4721,41,764,4721,1959-09-01
4722,4722,222,182,4722,1921-12-18
4723,4723,24,414,4723,1930-08-04
4724,4724,159,15,4724,1916-07-04
4725,4725,132,6,4725,1915-08-21
4726,4726,320,675,4726,2021-06-16
4727,4727,81,123,4727,2018-11-30
4728,4728,49,125,4728,1953-09-10
4729,4729,108,736,4729,1948-03-15
4730,4730,71,165,4730,1920-05-19
4731,4731,104,168,4731,1967-03-13
4732,4732,25,323,4732,1952-04-22
4733,4733,83,123,4733,2001-03-27
4734,4734,8,124,4734,1984-04-18
4735,4735,442,67,4735,1933-01-27
4736,4736,386,249,4736,1992-10-14
4737,4737,36,238,4737,1946-03-22
4738,4738,8,78,4738,1928-04-18
4739,4739,378,72,4739,1909-11-13
4740,4740,124,31,4740,1937-05-02
4741,4741,319,766,4741,1980-04-25
4742,4742,281,311,4742,1955-02-07
4743,4743,335,839,4743,1942-08-10
4744,4744,149,152,4744,1978-05-08
4745,4745,32,28,4745,2000-02-26
4746,4746,190,71,4746,1927-05-04
4747,4747,588,5,4747,1983-08-30
4748,4748,589,289,4748,1939-06-29
4749,4749,15,815,4749,1977-01-14
4750,4750,15,469,4750,2005-03-04
4751,4751,46,829,4751,2020-12-07
4752,4752,75,64,4752,2003-08-05
4753,4753,65,169,4753,1985-10-17
4754,4754,7,115,4754,1932-03-31
4755,4755,63,23,4755,2007-06-28
4756,4756,8,140,4756,1916-08-17
4757,4757,132,390,4757,1989-08-09
4758,4758,472,119,4758,1962-09-01
4759,4759,120,15,4759,1946-07-03
4760,4760,391,226,4760,2000-01-09
4761,4761,554,380,4761,1912-11-26
4762,4762,54,455,4762,2018-03-15
4763,4763,111,91,4763,1977-03-13
4764,4764,560,906,4764,1971-09-26
4765,4765,202,83,4765,2022-05-30
4766,4766,88,900,4766,1909-06-09
4767,4767,135,139,4767,1984-07-18
4768,4768,197,62,4768,1960-04-11
4769,4769,11,763,4769,1916-01-15
4770,4770,269,310,4770,1964-01-23
4771,4771,111,661,4771,1980-12-28
4772,4772,169,543,4772,2012-05-15
4773,4773,395,125,4773,1939-04-29
4774,4774,7,817,4774,1918-09-04
4775,4775,224,604,4775,1955-11-02
4776,4776,202,125,4776,1960-11-13
4777,4777,81,110,4777,1980-09-25
4778,4778,174,456,4778,1933-11-12
4779,4779,128,151,4779,1952-02-21
4780,4780,214,28,4780,1938-04-04
4781,4781,175,82,4781,1945-12-23
4782,4782,430,123,4782,1972-09-07
4783,4783,421,123,4783,1938-05-29
4784,4784,61,0,4784,1910-08-07
4785,4785,33,907,4785,1953-11-15
4786,4786,353,213,4786,1932-05-07
4787,4787,63,247,4787,1961-09-19
4788,4788,477,426,4788,1968-01-07
4789,4789,254,224,4789,1959-12-23
4790,4790,100,300,4790,1977-05-30
4791,4791,81,110,4791,1962-05-04
4792,4792,29,581,4792,1992-02-12
4793,4793,553,64,4793,2005-01-25
4794,4794,135,445,4794,1961-01-10
4795,4795,331,393,4795,1977-12-29
4796,4796,122,83,4796,1974-01-04
4797,4797,36,167,4797,1972-10-14
4798,4798,275,475,4798,1922-06-10
4799,4799,166,99,4799,1929-03-11
4800,4800,485,15,4800,2002-01-29
4801,4801,32,643,4801,1994-07-15
4802,4802,94,349,4802,2011-08-19
4803,4803,227,507,4803,1972-02-09
4804,4804,419,43,4804,1975-11-16
4805,4805,224,688,4805,1968-04-17
4806,4806,81,269,4806,1920-03-07
4807,4807,274,908,4807,1970-03-12
4808,4808,15,752,4808,1981-08-19
4809,4809,263,457,4809,1921-10-31
4810,4810,272,28,4810,1978-09-18
4811,4811,277,228,4811,1985-08-01
4812,4812,2,7,4812,1982-03-27
4813,4813,193,909,4813,1919-12-15
4814,4814,248,569,4814,2013-08-30
4815,4815,154,776,4815,2023-08-10
4816,4816,214,125,4816,1981-09-01
4817,4817,170,83,4817,1953-06-16
4818,4818,359,83,4818,2016-05-14
4819,4819,42,384,4819,1954-03-06
4820,4820,427,139,4820,1964-05-09
4821,4821,69,28,4821,2013-09-26
4822,4822,36,136,4822,1938-11-09
4823,4823,7,341,4823,1912-12-28
4824,4824,42,28,4824,2009-08-30
4825,4825,395,195,4825,1972-02-28
4826,4826,64,381,4826,1936-11-21
4827,4827,202,270,4827,2020-02-03
4828,4828,590,254,4828,2017-11-15
4829,4829,519,544,4829,1984-03-28
4830,4830,24,522,4830,1984-11-13
4831,4831,280,852,4831,2008-01-06
4832,4832,471,545,4832,2017-03-25
4833,4833,90,6,4833,1991-05-29
4834,4834,50,609,4834,1915-02-13
4835,4835,1,32,4835,2008-12-15
4836,4836,71,571,4836,1958-02-20
4837,4837,34,213,4837,2012-05-06
4838,4838,13,910,4838,1936-08-04
4839,4839,176,137,4839,1933-07-23
4840,4840,72,125,4840,1954-07-15
4841,4841,81,378,4841,2011-02-18
4842,4842,477,518,4842,1921-12-30
4843,4843,181,521,4843,1939-03-13
4844,4844,430,82,4844,1963-06-04
4845,4845,347,695,4845,2000-10-28
4846,4846,591,77,4846,1909-04-28
4847,4847,254,145,4847,1956-03-15
4848,4848,554,911,4848,1928-05-30
4849,4849,124,693,4849,2009-09-24
4850,4850,49,149,4850,1977-01-08
4851,4851,33,387,4851,1999-09-09
4852,4852,45,78,4852,1963-05-16
4853,4853,291,249,4853,1917-11-01
4854,4854,359,77,4854,2016-03-12
4855,4855,9,72,4855,1914-03-01
4856,4856,347,250,4856,1931-03-24
4857,4857,275,462,4857,1979-09-08
4858,4858,177,71,4858,1949-01-29
4859,4859,313,912,4859,1925-03-14
4860,4860,380,91,4860,2016-11-14
4861,4861,72,913,4861,1945-06-11
4862,4862,111,226,4862,1942-03-30
4863,4863,351,205,4863,1919-11-09
4864,4864,176,162,4864,1918-04-13
4865,4865,472,301,4865,1979-01-04
4866,4866,331,538,4866,2010-04-09
4867,4867,259,914,4867,1924-06-28
4868,4868,19,53,4868,1950-08-25
4869,4869,7,320,4869,1956-03-02
4870,4870,272,146,4870,1990-08-09
4871,4871,447,441,4871,1962-11-03
4872,4872,91,205,4872,1920-01-27
4873,4873,522,492,4873,1977-12-11
4874,4874,136,238,4874,1932-01-23
4875,4875,9,300,4875,1921-10-08
4876,4876,195,133,4876,1946-11-28
4877,4877,72,198,4877,1984-03-21
4878,4878,63,602,4878,1915-12-01
4879,4879,242,523,4879,2013-10-04
4880,4880,71,258,4880,1918-01-25
4881,4881,13,2,4881,1960-04-20
4882,4882,348,171,4882,2003-01-22
4883,4883,52,376,4883,1962-05-08
4884,4884,310,71,4884,1962-11-18
4885,4885,6,71,4885,1962-05-10
4886,4886,191,125,4886,1994-05-18
4887,4887,592,333,4887,2020-08-07
4888,4888,593,242,4888,2021-11-12
4889,4889,351,324,4889,1946-07-06
4890,4890,35,421,4890,1971-10-11
4891,4891,7,135,4891,2022-09-07
4892,4892,485,32,4892,2005-05-16
4893,4893,72,130,4893,1921-01-12
4894,4894,36,232,4894,2014-04-05
4895,4895,204,684,4895,1948-08-30
4896,4896,35,226,4896,1918-07-28
4897,4897,14,657,4897,2014-04-12
4898,4898,244,5,4898,2014-10-23
4899,4899,108,220,4899,1954-11-24
4900,4900,121,99,4900,1916-09-14
4901,4901,28,561,4901,1923-10-01
4902,4902,75,915,4902,1914-09-08
4903,4903,82,14,4903,1957-07-27
4904,4904,18,123,4904,1974-08-04
4905,4905,149,89,4905,1914-12-26
4906,4906,50,278,4906,1967-09-25
4907,4907,200,673,4907,1992-08-14
4908,4908,111,162,4908,1973-05-22
4909,4909,224,642,4909,1978-11-27
4910,4910,284,858,4910,2002-08-17
4911,4911,79,574,4911,1992-11-11
4912,4912,183,916,4912,1984-09-16
4913,4913,319,500,4913,2009-09-07
4914,4914,380,83,4914,1957-12-02
4915,4915,258,917,4915,2007-07-08
4916,4916,59,431,4916,1963-04-12
4917,4917,60,542,4917,1922-11-03
4918,4918,492,617,4918,1917-06-01
4919,4919,32,5,4919,1978-11-09
4920,4920,72,336,4920,1935-09-23
4921,4921,36,791,4921,2021-01-05
4922,4922,54,831,4922,1938-03-25
4923,4923,13,568,4923,1942-09-10
4924,4924,69,589,4924,1957-11-12
4925,4925,103,172,4925,1959-01-25
4926,4926,498,207,4926,1974-07-27
4927,4927,57,502,4927,2016-03-09
4928,4928,6,52,4928,1944-06-01
4929,4929,54,131,4929,2018-05-11
4930,4930,34,396,4930,1916-08-04
4931,4931,332,226,4931,2009-03-05
4932,4932,81,652,4932,1945-04-05
4933,4933,7,21,4933,2017-07-01
4934,4934,114,146,4934,1947-12-13
4935,4935,11,404,4935,1912-09-24
4936,4936,309,33,4936,2002-07-03
4937,4937,50,282,4937,2019-02-03
4938,4938,9,8,4938,2004-03-22
4939,4939,146,527,4939,1964-08-27
4940,4940,72,213,4940,1994-02-13
4941,4941,106,92,4941,1912-12-25
4942,4942,129,151,4942,1986-04-30
4943,4943,61,292,4943,1938-03-30
4944,4944,261,105,4944,1999-11-09
4945,4945,362,313,4945,1974-09-26
4946,4946,438,249,4946,1929-03-19
4947,4947,256,64,4947,1926-01-04
4948,4948,215,14,4948,1972-05-12
4949,4949,464,197,4949,1959-09-10
4950,4950,15,225,4950,1948-10-19
4951,4951,291,192,4951,1942-07-29
4952,4952,35,321,4952,1934-01-20
4953,4953,205,282,4953,1947-04-29
4954,4954,69,803,4954,1926-02-23
4955,4955,594,572,4955,1953-05-31
4956,4956,54,168,4956,1918-03-21
4957,4957,384,856,4957,1926-12-22
4958,4958,380,32,4958,2018-05-21
4959,4959,406,40,4959,2007-05-02
4960,4960,132,266,4960,1962-12-13
4961,4961,121,586,4961,1956-06-27
4962,4962,338,482,4962,2007-08-20
4963,4963,45,4,4963,1979-06-18
4964,4964,15,278,4964,1945-02-25
4965,4965,35,807,4965,1933-02-07
4966,4966,248,196,4966,1942-11-10
4967,4967,361,269,4967,1932-05-25
4968,4968,57,171,4968,1938-05-17
4969,4969,511,78,4969,1974-11-12
4970,4970,24,777,4970,1921-02-25
4971,4971,266,103,4971,1981-10-23
4972,4972,595,364,4972,1983-01-29
4973,4973,282,307,4973,1950-06-24
4974,4974,13,425,4974,2022-01-09
4975,4975,366,870,4975,1936-11-04
4976,4976,7,123,4976,2006-10-30
4977,4977,54,64,4977,1949-10-18
4978,4978,81,32,4978,1976-01-14
4979,4979,40,39,4979,1949-10-23
4980,4980,33,125,4980,1944-03-11
4981,4981,275,290,4981,1981-05-14
4982,4982,97,360,4982,1986-01-08
4983,4983,29,430,4983,1910-08-25
4984,4984,32,798,4984,2006-03-11
4985,4985,596,113,4985,1922-03-20
4986,4986,24,579,4986,1977-10-13
4987,4987,252,368,4987,1999-06-29
4988,4988,111,267,4988,1991-07-04
4989,4989,132,32,4989,1995-12-15
4990,4990,582,6,4990,1943-06-01
4991,4991,559,629,4991,1936-06-22
4992,4992,100,758,4992,1914-08-17
4993,4993,24,121,4993,1976-07-07
4994,4994,282,431,4994,1953-04-04
4995,4995,11,78,4995,2016-02-20
4996,4996,90,296,4996,1961-12-04
4997,4997,34,83,4997,1981-04-08
4998,4998,42,405,4998,2018-06-08
4999,4999,292,122,4999,1943-02-07
